report_id,date,year,month,division,district,department,service,amount_bdt,amount_bucket,is_high_amount,outcome,location,description,confirmation_count,is_verified,contact_redacted,source_url,scraped_at
d5f5fcfd-6e77-478c-b91f-1e98f5b0739d,2026-09-16T07:00:00.000Z,2026,2026-09,Chattogram,,Other public service,কক্সবাজার জেলা ও উপজেলা পর্যায়ে দেশীয় এবং বিদেশী এনজিও প্রকল্প বাস্তবায়নের জন্য ঘুস,5000,1001-5000,False,refused,"কক্সবাজার জেলা প্রশাসকের কার্যালয়ে এবং চকরিয়া, টেকনাফ, উখিয়া","এনজিও প্রকল্প কার্যক্রমের অনুমোদন এবং প্রকল্প বাস্তবায়ন শেষে প্রত্যয়ন পত্র গ্রহনের জন্য ঘুস দাবি করে। ঘুস না দিলে অনুমোদন এবং প্রত্যয়ন পত্র প্রদান করে না। কক্সবাজার জেলা প্রশাসকের কার্যালয়ের এনজিও সেলের অফিস সহকারী/ডিএ এবং চকরিয়া, সদর, উখিয়া এবং টেকনাফ উপজেলা নির্বাহী অফিসার কার্যালয়ের ডেস্ক থেকে (সহকারী/ডিএ) ঘুস দাবী করে এবং ঘুস ছাড়া কোন কাজ করে না। যাহার ফলে কার্যক্রম বাস্তবায়ন দেরী হয়। পরবর্তীতে উচ্চ পদস্থ কর্মকর্তাদেরকে অবহিত করলে তাহা অনুমোদন পাওয়া যায় আবার মাঝে মাঝে দেরী হয়। কিন্তু পরবর্তীতে ডেস্ক থেকে (সহকারী/ডিএ) অনেক অপমানিত করে এবং দাখিলকৃত নথি খুজে পায় না। যদিও নথি দাখিলের প্রমান দেখানো হয় তখন বলে আবার দাখিল করতে হবে।",8,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
d2d4d566-d7d0-44af-8e38-109662c4beda,2026-09-16T06:00:00.000Z,2026,2026-09,Chattogram,,Customs Office,চিঠিপত্র যোগাযোগ শাখায় জমা দেয়া,150,<=1000,False,paid,চট্টগ্রাম,"কাস্টমস হাউস, চট্টগ্রামের যোগাযোগ শাখায় যে কোন চিঠি জমা দিতে ১৫০/- করে দিতে হয়।",4,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
61d1a07c-ecb4-45c7-8f03-e6b0a0d66c05,2026-09-16T05:00:00.000Z,2026,2026-09,Dhaka,,Other public service,ফায়ার লাইসেন্স অনলাইন রিনিউ,35000,>10000,True,paid,ঢাকা,"ফায়ার লাইসেন্স অনলাইন রিনিউ এবং পুনঃ মাশুলের কথা বলে প্রত্যেক লাইসেন্সের বিপরীতে ৩৫,০০০ টাকা ঘুষ দাবি করা হচ্ছে। ঘুষ দিয়ে কাজ করা হচ্ছে।",4,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
a99066c1-4484-4fe7-ad60-4c95642bd251,2026-09-16T05:00:00.000Z,2026,2026-09,Rajshahi,,Other public service,মাঠ পরচার কাগজ উত্তলন,1000,<=1000,False,refused,বগুড়া,মাঠ পরচার কাগজ উত্তলন করতে গিয়েছিলাম বগুড়া সেটেলমেন্ট অফিসে। প্রিন্ট কপি ও অফিসিয়ালি সাক্ষর সহ কাগজ পাবো কিন্তু 1০০০ টাকা দিতে হবে।,1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
e2e650e9-3fd2-4555-ba31-4bf9e11f54e5,2026-09-16T05:00:00.000Z,2026,2026-09,Rajshahi,,Other public service,জন্ম নিবন্ধন ঠিক করার জন্য,1600,1001-5000,False,paid,"গুনাহার,দুপচাঁচিয়া,বগুড়া",ইউনিয়ন পরিষদ এ জন্ম নিবন্ধনের বাবা মা র নাম ঠিক করার জন্য।চার দিন ঘুরাইছে আমার মা কে আজ না কাল আসেন এই বলে।পরের বার বলা হইছে ৩০০০ টাকা লাগবে শেষমেশ ১৬০০ টাকায় করে দায়,6,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
15eec599-c76d-404e-90e0-171b68276365,2026-09-16T04:00:00.000Z,2026,2026-09,Dhaka,,Public Hospital,পেইং বেড পাওয়ার জন্য,300,<=1000,False,paid,ঢাকা,"আমরা জাতীয় হৃদরোগ ইনস্টীটীউট এ আমার বাবাকে ভর্তি করাই। ওয়ার্ডবয়গুলো চা-নাস্তার নামে ৩০০টাকা, হুইল চেয়ারের জন্য ৫০০টাকা, আর এঞ্জিগ্রামের সিরিয়ালের জন্য ১০০০ টাকা চায়",2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
9a759020-d04e-4933-b003-d1946a89a393,2026-09-16T04:00:00.000Z,2026,2026-09,Dhaka,,BRTA,ড্রাইভিং লাইসেন্স,4000,1001-5000,False,paid,ঢাকা,"আমার ড্রাইভিং লাইসেন্সের জন্য পরীক্ষা ছিল। আমাকে এক দারোওয়ান বলে যে ঘুষ ছাড়া কিয়ামত পর্যন্ত পাশ করতে পারতেন না। আমি নিরুপায় হয়ে ৫২০০ বলেছিলো, আমার কাছে ৪০০০ টাকা ছিলো, উনি ওটাতেই রাজি হয়ে যায়। পরে উনিই সব জায়গায় ভিআইপি ট্রিটমেন্ট দেয়। মজার বিষয় হলো ৪০০০ এর কম করতে চাইলে বলে, ""আল্লাহর ওয়াসতে মাফ করবেন, এই হলে আসেন, না হলে আবার আসেন, এমনিতেও তিনবার দিতেই পারেন, শেষবারেই আসেন। ভালো কথা আপনাদের পরিচয় কি?""",2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
39b61ba3-022b-43c6-a42a-de7cc1dc7c84,2026-09-16T03:00:00.000Z,2026,2026-09,Mymensingh,,Other public service,ইউনিয়ন সেবা,400,<=1000,False,pending,"৪নং মাওহা ইউনিয়ন পরিষদ, ভুটিয়ারকোনা বাজার, গৌরীপুর","নতুন এনআইডি কার্ডের প্রয়োজনীয় কাগজপত্র সংগ্রহ যেমন চেয়ারম্যান প্রত্যয়ন পত্র, ট্যাক্স রশিদ এর জন্য ৪০০ টাকা প্রদান করতে বাধ্য করা হচ্ছে। যদিও ট্যাক্স রশিদ মাত্র ১৫০ টাকার। কিন্তু টাকা নিচ্ছে প্রতি এনআইডি কার্ডের জন্য ৪০০ টাকা।",1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
8175e82f-83fc-45a1-97ad-c291572e879a,2026-09-16T03:00:00.000Z,2026,2026-09,Chattogram,,Customs Office,ডিপোতে এক্সপোর্ট ডকুমেন্টস পাস প্রসঙ্গে,40000,>10000,True,paid,চিটাগং বি এম ডিপো,আমাদের সমস্ত কাগজ পত্র থাকা সত্তে ও নানান ভাবে হয়রানি করতে থাকে । আমরা বিগিত ২৫ বছর জাবত একটি বায়ার বা ক্রেতা এর পণ্য সরবরহ করে থাকি । গত ৩ দিন আগে পণ্য পাঠালে ডিপো এর কাস্টমস কর্মকরতা নানান ভাবে হয়রানি করতে থাকে এবং ২ দিন পর্যন্ত আটকে রাখে । নানান কাগজপত্র চায় আমারা সমস্ত কাগজ দাখিল করি সর্বশেষ কোন কিছু না পেয়ে বলে এই পণ্য যাবে না এই পণ্য এক্সপোর্ট পণ্য নয় এই গুলো স্টকলট পণ্য । সর্বশেষ তিনি বলেন করে দিচ্ছি ৪০০০০/= টাকা লাগবে। বাধ্য হয়ে টাকা পরিষদ করা লাগলো তার পরে তিনি কাগজ সম্পূর্ণ করলেন। এই হচ্ছে আমাদের দেশ এর অবস্থা।,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
9b6ffc0c-c13d-4e62-8ec1-5c4206b5b34e,2026-09-16T03:00:00.000Z,2026,2026-09,Rajshahi,,Land Office,", জমির নাম জারি",5000,1001-5000,False,paid,সিরাজগঞ্জ,"জমির নাম জারি করতে 1200 টাকার কম সরকারি কোষাগারে জমা দিতে হয় কিন্তু 6000 টাকা দেবার পর তা সুন্দর করে করে দিল। এটি পঙ্গাশি ইউনিয়ন ভূমি অফিস, উপজেলা রায়গঞ্জ, জেলা সিরাজগঞ্জ।",3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
a13fab19-26d1-4221-9b8d-23ac687940ab,2026-09-16T03:00:00.000Z,2026,2026-09,Mymensingh,,Land Office,ভুমি উন্নয়ন কর,10000,5001-10000,False,paid,"ফুলকোঁচা,মেলান্দহ,জামালপুর",আমার ব্যাক্তিকৃত মালিকানা জামির জন্য খতিয়ান ও ভুমি উন্নয়ন কর করতে ভুমি অফিসে গিয়েছিলাম কিন্তু সেখান কার কর্মকর্তারা আমাদের কাছ থেকে অতিরিক্ত টাকা দাবি করা হয়। অতিরিক্ত টাকা না দিলে কাজ নাকি তারা তারি বা সম্পূর্ণ হবে না তাই সব শেষে উপায় না পেয়ে আমরা টাকা দিতে বাধ্য হয়। সেই দাবি কৃত টাকা দেওয়ার পরেই পূনরায় আবার টাকা দাবি করা হয়,3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
9ace76fc-1e74-4d95-abf8-0f39f17dba57,2026-09-16T01:00:00.000Z,2026,2026-09,Mymensingh,,Other public service,মোবাইল হারিয়ে থানার জিডি করণ।,300,<=1000,False,paid,ময়মনসিংহ,আমার Redmi note 11 মোবাইল সেটটি হারিয়ে কোতোয়ালি থানায় জিডি করতে গেলে খরচ বাবদ ৩০০ টাকা রাখা হয়েছে।,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
1099838b-dd29-4a59-aaa8-25e2a7bbb889,2026-09-15T20:00:00.000Z,2026,2026-09,Dhaka,,Land Office,Registering part of a land that was not officially registered due to the officer's miscalculation,700000,>10000,True,paid,Dhaka,"I had to re-register part of my land that was not officially registered due to the officer's miscalculation during the land survey. It was registered before, but during a re-survey, they miscalculated. I had to bribe to re-register my own land.",3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
03b8390e-5b29-417f-8b6b-565b7d06f824,2026-09-15T17:00:00.000Z,2026,2026-09,Rajshahi,,Land Office,নামজারি,40000,>10000,True,paid,বগুড়া শেরপুর,পাঁচ টা নামজারি করেছি কন্টাক হয়েছিল তিরিশ হাজার টাকা ৬০০০ টাকা করে এখন বলতেছে চল্লিশ হাজারী দিতে হবে ৮০০০ করে তাছাড়া ডিসিআর দিব না এবং আমি দিতে বাধ্য হই পরিশোধ করে দিস ইয়ার নিয়েছি চল্লিশ হাজার টাকা দলিলের মধ্য কোন ঝামেলা ছিল না এখনকার দলিল করা একদম লিগাল আবার দুই তিনটা দলিল যদি একটা খারিজ করতে চাই সেটাও করে দিতে চায় না আলাদা আলাদা করে খারিজ করে। টাকা আরো বেশি নেয়,3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
061b63cc-741e-4f49-bc5d-7cdc8cf2c44d,2026-09-15T15:00:00.000Z,2026,2026-09,Dhaka,,Sub-Registry Office,ই-এপোস্টিল বিবাহ সনদ/কাবিননামা,5000,1001-5000,False,paid,ঢাকা,"কাজী সাহেব বলেন অনেক খরচাপাতি আছে, রেজিস্ট্রি অফিসে, ডিসি অফিসে, পররাষ্ট্র মন্ত্রণালয়ে টাকা দেয়া লাগে। আমার কাছে আরোও ৩-৪ টা ফাইল পড়ে আছে, ৭০০০/৮০০০ করে দিয়ে গেছে তারা, তুমি বাবা এলাকার মানুষ এখন ৫০০০ দেও পরে লাগলে ফোনে জানাবো, তখন দিও। এগুলাতে অনেক টাইম লাগে বুজছো। পুনশ্চঃ রেজিস্ট্রি অফিস থেকে কাজীর কাছে পাঠাবে, কাজী দেখে বই নাম্বার মিলিয়ে ওকে করলে ফরেন মিনিস্ট্রি পর্যায়ক্রমে ভেরিফাই করে ৫ দিনে বিনা পয়সায় সেবা দেয়ার কথা। কিন্তু বাংলাদেশ বলে কথা। এখানে সুযোগের অভাবে আমি নিজেও সৎ, ঠিক এই রকমই সবাই আমরা।",1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
53dfe4dc-005d-4849-9a06-4bffbbf514ea,2026-09-15T15:00:00.000Z,2026,2026-09,Dhaka,,Other public service,বি ডি এস জরিপ করতে টাকা,100000,>10000,True,refused,Dhaka,"আমার সকল বৈধ কাগজ থাকা সত্ত্বেও বি ডি এস জরিপ করে, আমরা BDS সার্ভে খতিয়ান দিচ্ছে না! বলে ১ লাখ টাকা দিতে হবে! আমি দেইনি তাই BDS সার্ভে খতিয়ান দিচ্ছে না!",3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
c2132211-bd64-4fcf-acba-b4503002d3d4,2026-09-15T14:00:00.000Z,2026,2026-09,Dhaka,,Other public service,আনসার ভিডিপি,30000,>10000,True,refused,শরিয়ত পুর,"আমি ভিডিপিতে চাকরির জন্য আবেদন করছি, পরে এক কর্মকর্তা বলছে ৩০ হাজকর টাকা দিতে হবে।",2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
46170d1b-93b9-4fdd-9d09-d87eae50f350,2026-09-15T13:00:00.000Z,2026,2026-09,Dhaka,,Land Office,নাম জারি,3000,1001-5000,False,paid,বাজিতপুর উপজেলা,নামজারি সম্পন্ন হওয়ার পর আমাকে উপজেলা ভূমি অফিস কর্মকর্তা ফোন করে জানান আপনার নামজারি সম্পূর্ণ হয়েছে অতএব আপনি আপনার খতিয়ান অফিস থেকে এসে ডিসিআর ফি পরিশোধ করে নিয়ে যান পরে আমি আমার একজন নিকটস্থ ভাইকে অফিসে পাঠালে তার কাছে ৩০০০ টাকা ডিসিআরফি দাবি করে পরে সে ২০০০ টাকার মাধ্যমে ডিসিআরফি সংগ্রহ করতে বাধ্য হয়।,3,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
e2d88e90-65c5-43d0-9860-0f77df36709b,2026-09-15T13:00:00.000Z,2026,2026-09,Dhaka,,Other public service,আবেদন জমাদান,300,<=1000,False,paid,ঢাকা,বাংলাদেশ সরকারি কর্ম কমিশনে জমাদানের জন্য একটি আবেদন নিয়ে যাই। যিনি নিচ্ছিলেন তিনি চা-নাস্তা বাবদ টাকা দাবি করে বসেন। বলেল টাকা না দিলে ফাইল উপরে যাবে না। এরকম অনেক ফাইল পড়ে আছে। আমার কাজটির জন্য খুব ছিলো তাই কিছু টাকা দিলে উনি আরো বেশি দাবি করে বসেন। বিপিএসসির মতো এমন প্রতিষ্ঠানে এটা সত্যি অপ্রত্যকশিত ছিলো।,1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
e139a344-c276-41da-8cd7-9f70ec0658e5,2026-09-15T13:00:00.000Z,2026,2026-09,Dhaka,,Land Office,খাজনা,5000,1001-5000,False,paid,ঢাকা,খাজনা এর পরিমান আসে ৫১০০ কিন্তু দাবি করা হয় ১০০০০ টাকা।,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
85cc3fdd-e179-4cbe-a8f4-a8fbe8485287,2026-09-15T11:00:00.000Z,2026,2026-09,Rajshahi,,Customs Office,মাসিক ভ্যাট প্রদান,20000,>10000,True,paid,বগুড়া,কি ঘটেছিল তা লিখছি না । বরং কি ঘটে মাসে মাসে তা বলছি। মাসিক ভ্যাট প্রদান। এক নিরন্তর মাসিক ঘুষ এর বন্দোবস্ত । আলাদা আলাদা খাম করে দিতে হয় সাহেবদের। যে টাকা উনারা নেয় তা রাষ্ট্র পেলে রাষ্ট্রের উন্নয়ন হতো। এ দেশে আসলেই কি দেখার কেউ আছে?,1,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
437004fd-c771-4dcc-a5aa-41b8845606dd,2026-09-15T11:00:00.000Z,2026,2026-09,Barishal,,Other public service,ভোটার আইডি তথ্য যাচাই বাছাই,5000,1001-5000,False,paid,ভোলা,নতুন ভোটার হওয়ার জন্য আমি আবেদন করি। সেই আবেদন ফরম নিয়ে ইউনিয়ন পরিষদে যাই সেখানে তথ্য যাচাই-বাছাইয়ের স্বাক্ষর নিতে এবং মেম্বারের স্বাক্ষর নিতে আমার কাজ থেকে ৫০০০ হাজার টাকা দাবি করা হয় পরবর্তীতে ইমারজেন্সি কোন উপায় না পেয়ে দুইদিন পর তা পরিশোধ করে স্বাক্ষর এবং সিল ইউনিয়ন পরিষদের কম্পিউটার অপারেটর আমার কাছ থেকে নিয়েছি। এই হল অবস্থা।,2,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
84d319e2-5e00-4b15-95ca-e732e2ee4480,2026-09-15T11:00:00.000Z,2026,2026-09,Dhaka,,Other public service,হাইকোর্ট / জজকোর্ট থেকে প্রয়োজনীয় কোন কাগজ উত্তোলন / যেকোন ধরনের সেবা,20000,>10000,True,pending,ঢাকা,হাইকোর্ট এ মাননীয় জজ এর ব্রেঞ্চসহকারী অফিসার মামলার রায়ের কপি টাকা না দিলে কোন ভাবেই দিবেন বলে দিয়েছেন।,36,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
78809879-7b02-4e0e-96b1-bb07b287b018,2026-09-15T11:00:00.000Z,2026,2026-09,Dhaka,,Land Office,জমির দাগ এ ইচ্ছাকৃত ভুল,100000,>10000,True,refused,"বাঁশতৈল, মির্জাপুর , টাঙ্গাইল",জমি কেনা হইছিল কিছু বছর আগে নতুন রেকর্ড হয় কয়েক মাস আগে এখন সেই রেকর্ড এ জমি এর পরিমাণ কম দেখিয়ে টাকা দাবি করছে ১০০০০০ টাকা না দিলে ঠিক করবে না,36,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
8e800c04-5085-4cae-a1a6-01a0d0990173,2026-09-15T10:00:00.000Z,2026,2026-09,Barishal,,Other public service,পুলিশ ক্লিয়ারেন্স সার্টিফিকেট,1500,1001-5000,False,paid,পিরোজপুর,"আমি পুলিশ ক্লিয়ারেন্স করার জন্য থানাতে গিয়েছি তারপরে তাদের দেড় হাজার টাকা দাবি করেছে, টাকা না দিলে কাজ হবেনা তাই বাধ্য হয়ে আমি ১০০০ টাকা প্রদান করেছি,",34,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
3161bb26-8ac3-4cdc-839c-d43c0b4fdd11,2026-09-15T09:00:00.000Z,2026,2026-09,Dhaka,,Other public service,"মোবাইল হারানোর পরে জিডি করা হয়। তখন পুলিশ বলে মোবাইল পাওয়া গেছে এখন নিতে হলে ৫,০০০ টাকা লাগবে।",5000,1001-5000,False,paid,"কিশোরগঞ্জ, কটিয়াদী মডেল থানা","মোবাইল হারানোর পরে জিডি করা হয়। তখন পুলিশ বলে মোবাইল পাওয়া গেছে এখন নিতে হলে ৫,০০০ টাকা লাগবে।",36,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
a764fc2e-2425-407f-9c3c-1254d6b3a867,2026-09-15T09:00:00.000Z,2026,2026-09,Dhaka,,Other public service,বেসরকারি উপ স্বাস্থ্য কেন্দ্র পরিদর্শন,1000,<=1000,False,paid,গাজীপুর,"আমাদের বেসরকারি উপ স্বাস্থ্য কেন্দ্র পরিদর্শন করতে এসে, যাতায়াত খরচ দাবি করে। ১০০০ টাকা নিয়ে যায়।",18,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
44adadb5-5d88-4e23-a101-616ee26570bc,2026-09-15T08:00:00.000Z,2026,2026-09,Dhaka,,Education Office,PRL ও লাম্পগ্রান্ট বাজেট বরাদ্দ,20000,>10000,True,paid,Dhaka,মাধ্যমিক ও উচ্চ শিক্ষা অধিদপ্তরের আমার আব্বুর পি আর এল ও লাম্পগ্রান্ট বাজেট বরাদ্দের জন্য বাজেট বরাদ্দ শাখার অফিসার ও কর্মচারী ১ মাস ঘুরায়। উপায় না পেয়ে আব্বুর পেনশন চালুর উদ্দেশ্য ২০ হাজার টাকা ঘুষ দিতে বাধ্য হই।,8,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
775c12fa-a1aa-4dc5-b6e4-d73addfd4113,2026-09-15T08:00:00.000Z,2026,2026-09,Chattogram,,Other public service,ইউনিয়ন পরিষদ,300,<=1000,False,paid,চাঁদপুর,আমার কাছ থেকে মেয়ের জম্ম নিবন্ধন করতে নগদে ২৫ টাকা। পেমেন্ট করতে হয়।এবং ৩০০ টাকা নেয় কাজ করার জন্য।,5,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
c244cb9d-66f7-4ffb-9fb5-bf0f7cbf4bc5,2026-09-15T07:00:00.000Z,2026,2026-09,Dhaka,,Land Office,প্রথমিক মিউটেশন এর অনুমদন,1000,<=1000,False,paid,জেলা ফরিদপুর থানা সালথা আটঘর ইউনিয়ন ভূমি অফিস,মিউটেশন আবেদন করার পর ভূমি অফিস থেকে প্রথমিক অনুমদন তসিলদার তিনি বললেন চা খরচ ১০০০ টাকা দিয়ে জান তানা হলে হবে না।,9,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
eb584c92-2b84-45f3-b275-d347db718b5e,2026-09-15T07:00:00.000Z,2026,2026-09,Dhaka,,Other public service,বিদ্যুৎ মিটারের জন্য,4000,1001-5000,False,paid,ঢাকা,আমার একটি মিটার নষ্ট হয়ে যায় পরবর্তীতে আমি অভিযোগ দিলে তারা ঐ মিটার ঠিক করে নিয়ে যায় এবং নতুন মিটার দেওয়ার কথা বলে চার হাজার টাকা দাবি করে যদি না দেই তাহলে তারা বলে আপনি অফিসে গিয়ে আবেদন করুন এবং বাকি কাগজ পাতি গুলো নিয়ে যান দেখবেন একটা লম্বা দীর্ঘ সময় লাগবে। বাসায় বিদ্যুৎ না থাকায় আমি বাধ্য হই টাকা দিতে এবং ২৪ ঘন্টাও সময় লাগে নি নতুন মিটার নিয়ে আসতে....,8,False,False,https://www.ghush.site/,2026-09-16T15:29:15Z
